nama_tempat_wisata,link,latitude,longitude,rating,jumlah_rating,kategori
TIRTA KAMALAYAN,https://www.google.com/maps/place/TIRTA+KAMALAYAN/data=!4m7!3m6!1s0x2e69cbaf572b5a35:0x2c406787064e8a37!8m2!3d-6.7162209!4d106.8404203!16s%2Fg%2F11fj0_9jq8!19sChIJNVorV6_LaS4RN4pOBodnQCw?authuser=0&hl=id&rclk=1,-6.7162209,106.8404203,4.5,174.0,Umum
Puncak Halimun Camp Bogor,https://www.google.com/maps/place/Puncak+Halimun+Camp+Bogor/data=!4m7!3m6!1s0x2e69cb336030c3d9:0x11ea53e1963a48fd!8m2!3d-6.7345438!4d106.8907165!16s%2Fg%2F11pbzv2ym2!19sChIJ2cMwYDPLaS4R_Ug6luFT6hE?authuser=0&hl=id&rclk=1,-6.7345438,106.8907165,4.5,935.0,Alam
Kampung Wisata Ciwaluh,https://www.google.com/maps/place/Kampung+Wisata+Ciwaluh/data=!4m7!3m6!1s0x2e69cb13e98d08fb:0xa3e1681ae3b9fa85!8m2!3d-6.7644215!4d106.8462693!16s%2Fg%2F11bzzvz_r7!19sChIJ-wiN6RPLaS4Rhfq54xpo4aM?authuser=0&hl=id&rclk=1,-6.7644215,106.8462693,4.5,396.0,Budaya
Curug Cikaracak,https://www.google.com/maps/place/Curug+Cikaracak/data=!4m7!3m6!1s0x2e69cb96b4349c4b:0x88e398daa18e3719!8m2!3d-6.7549203!4d106.8739687!16s%2Fg%2F11gd1vr3k1!19sChIJS5w0tJbLaS4RGTeOodqY44g?authuser=0&hl=id&rclk=1,-6.7549203,106.8739687,4.5,539.0,Alam
Mahardika Outbound Organizer,https://www.google.com/maps/place/Mahardika+Outbound+Organizer/data=!4m7!3m6!1s0x2e69cdd9cbeb896f:0xe7f0627f79906d99!8m2!3d-6.7041898!4d106.8184745!16s%2Fg%2F11r6bmsnp6!19sChIJb4nry9nNaS4RmW2QeX9i8Oc?authuser=0&hl=id&rclk=1,-6.7041898,106.8184745,4.7,242.0,Rekreasi
RAFTING CISADANE CR ONE GROUP,https://www.google.com/maps/place/RAFTING+CISADANE+CR+ONE+GROUP/data=!4m7!3m6!1s0x2e69cfd0568c2d5b:0x6eaf632246c12547!8m2!3d-6.7021142!4d106.8171281!16s%2Fg%2F11j8jy44g4!19sChIJWy2MVtDPaS4RRyXBRiJjr24?authuser=0&hl=id&rclk=1,-6.7021142,106.8171281,4.7,439.0,Umum
Arung Jeram AlamAnda,https://www.google.com/maps/place/Arung+Jeram+AlamAnda/data=!4m7!3m6!1s0x2e69c952bbb5ab63:0x14010355a8d2ea6f!8m2!3d-6.7017515!4d106.8173556!16s%2Fg%2F11c311kvbz!19sChIJY6u1u1LJaS4Rb-rSqFUDARQ?authuser=0&hl=id&rclk=1,-6.7017515,106.8173556,4.7,120.0,Umum
Cibalung Happy Land,https://www.google.com/maps/place/Cibalung+Happy+Land/data=!4m7!3m6!1s0x2e69c5f91a892d81:0x63305eba169d93b2!8m2!3d-6.6904785!4d106.8083937!16s%2Fg%2F1hm2h_629!19sChIJgS2JGvnFaS4RspOdFrpeMGM?authuser=0&hl=id&rclk=1,-6.6904785,106.8083937,4.3,2202.0,Umum
"LINGKUNG GUNUNG ADVENTURE CAMP, RESORT & ELJI CAFE","https://www.google.com/maps/place/LINGKUNG+GUNUNG+ADVENTURE+CAMP,+RESORT+%26+ELJI+CAFE/data=!4m7!3m6!1s0x2e69ca65fb8f3ae1:0x956bbbe65d732541!8m2!3d-6.7310707!4d106.876474!16s%2Fg%2F11b77fkfbw!19sChIJ4TqP-2XKaS4RQSVzXea7a5U?authuser=0&hl=id&rclk=1",-6.7310707,106.876474,4.4,1298.0,Alam
Nagare Rafting Cisadane,https://www.google.com/maps/place/Nagare+Rafting+Cisadane/data=!4m7!3m6!1s0x2e69cdc3d4858ecd:0x851f61493d7821d6!8m2!3d-6.7143111!4d106.8150888!16s%2Fg%2F11tnjxqckc!19sChIJzY6F1MPNaS4R1iF4PUlhH4U?authuser=0&hl=id&rclk=1,-6.7143111,106.8150888,4.8,110.0,Umum
Tempat Arung Jeram,https://www.google.com/maps/place/Tempat+Arung+Jeram/data=!4m7!3m6!1s0x2e69c9785bc72bbd:0xb0f6618f9b8281d!8m2!3d-6.7017659!4d106.8176563!16s%2Fg%2F11fswndjzq!19sChIJvSvHW3jJaS4RHSi4-RhmDws?authuser=0&hl=id&rclk=1,-6.7017659,106.8176563,4.7,163.0,Umum
Daong Hutan Pinus,https://www.google.com/maps/place/Daong+Hutan+Pinus/data=!4m7!3m6!1s0x2e69cbed8dc4caeb:0x29e27eabe04db298!8m2!3d-6.7248248!4d106.8755887!16s%2Fg%2F11h6m51kbd!19sChIJ68rEje3LaS4RmLJN4Kt-4ik?authuser=0&hl=id&rclk=1,-6.7248248,106.8755887,4.4,20614.0,Alam
Bamboo Sanctuary Pancawati,https://www.google.com/maps/place/Bamboo+Sanctuary+Pancawati/data=!4m7!3m6!1s0x2e69c96e55727b3d:0xe6f8304b50c27911!8m2!3d-6.713546!4d106.8609918!16s%2Fg%2F1pzrn_5z2!19sChIJPXtyVW7JaS4REXnCUEsw-OY?authuser=0&hl=id&rclk=1,-6.713546,106.8609918,4.5,701.0,Umum
"Rafting Bogor, Arung Jeram Cisadane ( Green Rafting Adventure )","https://www.google.com/maps/place/Rafting+Bogor,+Arung+Jeram+Cisadane+%28+Green+Rafting+Adventure+%29/data=!4m7!3m6!1s0x2e69cf8ab5e1528b:0xcc4ddc5c8a10e6a7!8m2!3d-6.7020968!4d106.816874!16s%2Fg%2F11h4nbfgnm!19sChIJi1LhtYrPaS4Rp-YQilzcTcw?authuser=0&hl=id&rclk=1",-6.7020968,106.816874,4.8,109.0,Alam
PONDOK KAPILIH RESORT & CAMP PANCAWATI BOGOR,https://www.google.com/maps/place/PONDOK+KAPILIH+RESORT+%26+CAMP+PANCAWATI+BOGOR/data=!4m7!3m6!1s0x2e69cb6d4bbcdddf:0x7f6ab58aa8cc9cb8!8m2!3d-6.7263459!4d106.8709404!16s%2Fg%2F11tg1bj0lw!19sChIJ3928S23LaS4RuJzMqIq1an8?authuser=0&hl=id&rclk=1,-6.7263459,106.8709404,4.6,559.0,Rekreasi
Rafting Outbound ALAMANDA,https://www.google.com/maps/place/Rafting+Outbound+ALAMANDA/data=!4m7!3m6!1s0x2e69cbfe1c3a8901:0x975cd308a3489692!8m2!3d-6.701872!4d106.8170584!16s%2Fg%2F1pzrh8z49!19sChIJAYk6HP7LaS4RkpZIowjTXJc?authuser=0&hl=id&rclk=1,-6.701872,106.8170584,4.6,401.0,Rekreasi
The Village Resort Bogor,https://www.google.com/maps/place/The+Village+Resort+Bogor/data=!4m7!3m6!1s0x2e69c4c255bde853:0x835f90298897cf82!8m2!3d-6.7132195!4d106.8607464!16s%2Fg%2F11bc7nd0r1!19sChIJU-i9VcLEaS4Rgs-XiCmQX4M?authuser=0&hl=id&rclk=1,-6.7132195,106.8607464,4.3,1960.0,Rekreasi
Villa Bukit Pancawati,https://www.google.com/maps/place/Villa+Bukit+Pancawati/data=!4m7!3m6!1s0x2e69ca36c3da3985:0x6f6d67488924947b!8m2!3d-6.7239824!4d106.8726943!16s%2Fg%2F11b7gvtydf!19sChIJhTnawzbKaS4Re5QkiUhnbW8?authuser=0&hl=id&rclk=1,-6.7239824,106.8726943,4.5,1553.0,Rekreasi
Papalidan Outdoor Resto dan Arung Jeram,https://www.google.com/maps/place/Papalidan+Outdoor+Resto+dan+Arung+Jeram/data=!4m7!3m6!1s0x2e69c97505cbbd4d:0x3efd818443a97b1e!8m2!3d-6.7030124!4d106.8263064!16s%2Fg%2F11hmz948fj!19sChIJTb3LBXXJaS4RHnupQ4SB_T4?authuser=0&hl=id&rclk=1,-6.7030124,106.8263064,4.7,417.0,Umum
Begreno Home Boutique Resort,https://www.google.com/maps/place/Begreno+Home+Boutique+Resort/data=!4m7!3m6!1s0x2e69c9309a6970bb:0xc447211667be88cf!8m2!3d-6.6821426!4d106.8289693!16s%2Fg%2F11c70dpmff!19sChIJu3BpmjDJaS4Rz4i-ZxYhR8Q?authuser=0&hl=id&rclk=1,-6.6821426,106.8289693,4.6,777.0,Rekreasi
Paddessa Maison Villa & Resto,https://www.google.com/maps/place/Paddessa+Maison+Villa+%26+Resto/data=!4m7!3m6!1s0x2e69c9655f3941b5:0xebf44fb25030ff49!8m2!3d-6.7065199!4d106.8559159!16s%2Fg%2F1hjh244q4!19sChIJtUE5X2XJaS4RSf8wULJP9Os?authuser=0&hl=id&rclk=1,-6.7065199,106.8559159,4.4,339.0,Rekreasi
Talaga Saat Puncak dan villa sekitar puncak,https://www.google.com/maps/place/Talaga+Saat+Puncak+dan+villa+sekitar+puncak/data=!4m7!3m6!1s0x2e69b6ba0be0331d:0x2cc135eb362ac273!8m2!3d-6.6892464!4d106.9946067!16s%2Fg%2F11d_8s798z!19sChIJHTPgC7q2aS4Rc8IqNus1wSw?authuser=0&hl=id&rclk=1,-6.6892464,106.9946067,4.4,6297.0,Rekreasi
"Rafting Bogor, Arung jeram Cisadane (Syifa adventure)","https://www.google.com/maps/place/Rafting+Bogor,+Arung+jeram+Cisadane+%28Syifa+adventure%29/data=!4m7!3m6!1s0x2e69cd0b57d561f7:0xcafcab17ca0b3a51!8m2!3d-6.7139254!4d106.8174584!16s%2Fg%2F11k3d9h3kd!19sChIJ92HVVwvNaS4RUToLyher_Mo?authuser=0&hl=id&rclk=1",-6.7139254,106.8174584,4.9,220.0,Umum
Villa Bukit Pinus,https://www.google.com/maps/place/Villa+Bukit+Pinus/data=!4m7!3m6!1s0x2e69ca36cdb8acd5:0x3a05e9436178cfb1!8m2!3d-6.7151128!4d106.8624728!16s%2Fg%2F12cpk6j6q!19sChIJ1ay4zTbKaS4Rsc94YUPpBTo?authuser=0&hl=id&rclk=1,-6.7151128,106.8624728,4.5,2651.0,Rekreasi
Radjendra Resort by Begreno,https://www.google.com/maps/place/Radjendra+Resort+by+Begreno/data=!4m7!3m6!1s0x2e69cb434c091a59:0x612fc1157e7db031!8m2!3d-6.7212209!4d106.8307403!16s%2Fg%2F11qrn_1r3j!19sChIJWRoJTEPLaS4RMbB9fhXBL2E?authuser=0&hl=id&rclk=1,-6.7212209,106.8307403,4.7,799.0,Rekreasi
LEMBAH PORLAK JAHE,https://www.google.com/maps/place/LEMBAH+PORLAK+JAHE/data=!4m7!3m6!1s0x2e69cb605a1c88cf:0xb2a2188210954fce!8m2!3d-6.7265162!4d106.8795813!16s%2Fg%2F11n8_qfj4_!19sChIJz4gcWmDLaS4Rzk-VEIIYorI?authuser=0&hl=id&rclk=1,-6.7265162,106.8795813,4.8,133.0,Alam
VILLA RATU Back To Nature,https://www.google.com/maps/place/VILLA+RATU+Back+To+Nature/data=!4m7!3m6!1s0x2e69c96e55727b3d:0xca0f52cbff0b4a63!8m2!3d-6.7145193!4d106.8620825!16s%2Fg%2F11c3k53jrh!19sChIJPXtyVW7JaS4RY0oL_8tSD8o?authuser=0&hl=id&rclk=1,-6.7145193,106.8620825,4.5,1154.0,Rekreasi
Villa Biru Pancawati,https://www.google.com/maps/place/Villa+Biru+Pancawati/data=!4m7!3m6!1s0x2e69c97e4aebb2ef:0x9d7eaf5f1e5f714b!8m2!3d-6.7070167!4d106.8620551!16s%2Fg%2F11gfp3gd30!19sChIJ77LrSn7JaS4RS3FfHl-vfp0?authuser=0&hl=id&rclk=1,-6.7070167,106.8620551,4.4,619.0,Rekreasi
Cafe Bawahlangit,https://www.google.com/maps/place/Cafe+Bawahlangit/data=!4m7!3m6!1s0x2e69cb0e2f623175:0x45bfe0afe71d49d1!8m2!3d-6.72054!4d106.8723663!16s%2Fg%2F11rq2dzpsl!19sChIJdTFiLw7LaS4R0Ukd56_gv0U?authuser=0&hl=id&rclk=1,-6.72054,106.8723663,4.7,1872.0,Umum
Cafe Bawor Jaya Nagara,https://www.google.com/maps/place/Cafe+Bawor+Jaya+Nagara/data=!4m7!3m6!1s0x2e69cba0b6e742f9:0x13d6e4a3ff6ac2ee!8m2!3d-6.7265451!4d106.8406124!16s%2Fg%2F11n0jdxbbh!19sChIJ-ULntqDLaS4R7sJq_6Pk1hM?authuser=0&hl=id&rclk=1,-6.7265451,106.8406124,4.7,604.0,Umum
"Green Canyon Cariu, Jonggol (Curug Ciomas Bogor)","https://www.google.com/maps/place/Green+Canyon+Cariu,+Jonggol+%28Curug+Ciomas+Bogor%29/data=!4m7!3m6!1s0x2e69a40de51a7eed:0xa94c4e69a3e32c3!8m2!3d-6.5420503!4d107.178356!16s%2Fg%2F11by_ll0d3!19sChIJ7X4a5Q2kaS4RwzI-mubElAo?authuser=0&hl=id&rclk=1",-6.5420503,107.178356,4.2,1519.0,Alam
Legok Jamboe,https://www.google.com/maps/place/Legok+Jamboe/data=!4m7!3m6!1s0x2e69a4b5e68c8e79:0xf1d8a5e7b16b4e8f!8m2!3d-6.5551005!4d107.1050589!16s%2Fg%2F11f2lmg9qn!19sChIJeY6M5rWkaS4Rj05rseel2PE?authuser=0&hl=id&rclk=1,-6.5551005,107.1050589,4.2,882.0,Umum
Sawah Korod Bantarkuning Cariu Bogor,https://www.google.com/maps/place/Sawah+Korod+Bantarkuning+Cariu+Bogor/data=!4m7!3m6!1s0x2e69a5ee5c964b5d:0xeb6b99a3973cd8d5!8m2!3d-6.5661176!4d107.1485654!16s%2Fg%2F11k07vmb_7!19sChIJXUuWXO6laS4R1dg8l6OZa-s?authuser=0&hl=id&rclk=1,-6.5661176,107.1485654,4.8,133.0,Umum
Green Canyon Karawang,https://www.google.com/maps/place/Green+Canyon+Karawang/data=!4m7!3m6!1s0x2e69a5481469271f:0x31919e68346b47f7!8m2!3d-6.5427636!4d107.1778331!16s%2Fg%2F11h7fk8nf0!19sChIJHydpFEilaS4R90drNGiekTE?authuser=0&hl=id&rclk=1,-6.5427636,107.1778331,4.4,1007.0,Alam
"Curug Country, Jonggol","https://www.google.com/maps/place/Curug+Country,+Jonggol/data=!4m7!3m6!1s0x2e69a5b251e9ac05:0xa2e2a5646f69643b!8m2!3d-6.5704748!4d107.1190552!16s%2Fg%2F11qq2znt4r!19sChIJBazpUbKlaS4RO2Rpb2Sl4qI?authuser=0&hl=id&rclk=1",-6.5704748,107.1190552,4.2,106.0,Alam
"Curug Country, Tj.Sari (Jonggol)","https://www.google.com/maps/place/Curug+Country,+Tj.Sari+%28Jonggol%29/data=!4m7!3m6!1s0x2e69a59ec813cf3d:0xa2e531c12361b1bd!8m2!3d-6.5718731!4d107.121096!16s%2Fg%2F11qh5yp9m6!19sChIJPc8TyJ6laS4RvbFhI8Ex5aI?authuser=0&hl=id&rclk=1",-6.5718731,107.121096,4.3,104.0,Alam
Wana Wisata Rusa Tanjungsari,https://www.google.com/maps/place/Wana+Wisata+Rusa+Tanjungsari/data=!4m7!3m6!1s0x2e69af6a7f1e0ce5:0x6a46b59fa95332d6!8m2!3d-6.6366142!4d107.1722679!16s%2Fg%2F11b7q2pgzv!19sChIJ5Qwef2qvaS4R1jJTqZ-1Rmo?authuser=0&hl=id&rclk=1,-6.6366142,107.1722679,4.0,1277.0,Umum
Curug Citiis Jonggol,https://www.google.com/maps/place/Curug+Citiis+Jonggol/data=!4m7!3m6!1s0x2e69bc842865d26b:0xcb45bde7a876b7fe!8m2!3d-6.529893!4d107.059998!16s%2Fg%2F11g7nsfbgk!19sChIJa9JlKIS8aS4R_rd2qOe9Rcs?authuser=0&hl=id&rclk=1,-6.529893,107.059998,4.3,325.0,Alam
Cigekbrong Jonggol,https://www.google.com/maps/place/Cigekbrong+Jonggol/data=!4m7!3m6!1s0x2e69bcbfcafc0d7b:0x21cdf3a8d4459c9d!8m2!3d-6.5182617!4d107.0788794!16s%2Fg%2F11bysjt_bw!19sChIJew38yr-8aS4RnZxF1KjzzSE?authuser=0&hl=id&rclk=1,-6.5182617,107.0788794,4.2,587.0,Umum
Alun - Alun Cariu,https://www.google.com/maps/place/Alun+-+Alun+Cariu/data=!4m7!3m6!1s0x2e69a31a7205294b:0x1169a0a8d3b36b27!8m2!3d-6.5037403!4d107.1323622!16s%2Fg%2F11c6f1tgvk!19sChIJSykFchqjaS4RJ2uz06igaRE?authuser=0&hl=id&rclk=1,-6.5037403,107.1323622,4.4,128.0,Umum
Telaga Wisata Citra Indah City,https://www.google.com/maps/place/Telaga+Wisata+Citra+Indah+City/data=!4m7!3m6!1s0x2e69963c7da73bc1:0x855b458ff08dc1c9!8m2!3d-6.4446564!4d107.0338246!16s%2Fg%2F11g5_yxhfg!19sChIJwTunfTyWaS4RycGN8I9FW4U?authuser=0&hl=id&rclk=1,-6.4446564,107.0338246,4.1,376.0,Umum
Pasar Cariu,https://www.google.com/maps/place/Pasar+Cariu/data=!4m7!3m6!1s0x2e69a2ecd86c2063:0xe90924b5bb98a141!8m2!3d-6.506237!4d107.1316876!16s%2Fg%2F11gj3p9940!19sChIJYyBs2OyiaS4RQaGYu7UkCek?authuser=0&hl=id&rclk=1,-6.506237,107.1316876,4.2,1151.0,Umum
"Wisata Niagara Cipamingkis, Jonggol","https://www.google.com/maps/place/Wisata+Niagara+Cipamingkis,+Jonggol/data=!4m7!3m6!1s0x2e69bdf909fc5045:0x5ab72c4d46030326!8m2!3d-6.5219043!4d107.0515299!16s%2Fg%2F11rzwwq14m!19sChIJRVD8Cfm9aS4RJgMDRk0st1o?authuser=0&hl=id&rclk=1",-6.5219043,107.0515299,4.3,513.0,Umum
Wisata Edukasi Granada Land,https://www.google.com/maps/place/Wisata+Edukasi+Granada+Land/data=!4m7!3m6!1s0x2e69a51ae5522599:0x82f5aebb7fe0bf84!8m2!3d-6.588501!4d107.1056803!16s%2Fg%2F11jj1gsby0!19sChIJmSVS5RqlaS4RhL_gf7uu9YI?authuser=0&hl=id&rclk=1,-6.588501,107.1056803,4.6,562.0,Budaya
Curug Cipamingkis,https://www.google.com/maps/place/Curug+Cipamingkis/data=!4m7!3m6!1s0x2e69b0b5e9e0bb67:0xfc7c6143e53ee6fc!8m2!3d-6.6412018!4d107.0106377!16s%2Fg%2F11cn0mk3vq!19sChIJZ7vg6bWwaS4R_OY-5UNhfPw?authuser=0&hl=id&rclk=1,-6.6412018,107.0106377,4.5,6775.0,Alam
Puncak Gunung Kapur Ciampea,https://www.google.com/maps/place/Puncak+Gunung+Kapur+Ciampea/data=!4m7!3m6!1s0x2e69db65b619fb5d:0xea1b63c496fd38fb!8m2!3d-6.5531226!4d106.6800383!16s%2Fg%2F11c57lp1td!19sChIJXfsZtmXbaS4R-zj9lsRjG-o?authuser=0&hl=id&rclk=1,-6.5531226,106.6800383,4.6,265.0,Alam
Kampoeng Wisata Cinangneng,https://www.google.com/maps/place/Kampoeng+Wisata+Cinangneng/data=!4m7!3m6!1s0x2e69db4626284d49:0x4490d49b0f325087!8m2!3d-6.5659313!4d106.7114553!16s%2Fg%2F11h0t6fcv!19sChIJSU0oJkbbaS4Rh1AyD5vUkEQ?authuser=0&hl=id&rclk=1,-6.5659313,106.7114553,4.4,2135.0,Budaya
Kawasan Wisata Terpadu Cakrawala Nuansa Nirwana,https://www.google.com/maps/place/Kawasan+Wisata+Terpadu+Cakrawala+Nuansa+Nirwana/data=!4m7!3m6!1s0x2e69db244f80720f:0x3a3e212bede7c00f!8m2!3d-6.5837986!4d106.707026!16s%2Fg%2F11c1w0v0hg!19sChIJD3KATyTbaS4RD8Dn7SshPjo?authuser=0&hl=id&rclk=1,-6.5837986,106.707026,4.2,1872.0,Umum
Agroeduwisata Waru Farm Land,https://www.google.com/maps/place/Agroeduwisata+Waru+Farm+Land/data=!4m7!3m6!1s0x2e69db38c59bdf75:0x329ccdb2a7c7de29!8m2!3d-6.5704119!4d106.6958009!16s%2Fg%2F11g1ktsvbh!19sChIJdd-bxTjbaS4RKd7Hp7LNnDI?authuser=0&hl=id&rclk=1,-6.5704119,106.6958009,4.5,366.0,Rekreasi
Puncak Lalana,https://www.google.com/maps/place/Puncak+Lalana/data=!4m7!3m6!1s0x2e69db7c3a661189:0xbb8cb001102d0de7!8m2!3d-6.5531639!4d106.6834097!16s%2Fg%2F11c54z_8fg!19sChIJiRFmOnzbaS4R5w0tEAGwjLs?authuser=0&hl=id&rclk=1,-6.5531639,106.6834097,4.5,332.0,Alam
Puncak Batu Roti,https://www.google.com/maps/place/Puncak+Batu+Roti/data=!4m7!3m6!1s0x2e69db639859d62b:0x6d8216526a1a580e!8m2!3d-6.5536326!4d106.6915986!16s%2Fg%2F11ddysxq0j!19sChIJK9ZZmGPbaS4RDlgaalIWgm0?authuser=0&hl=id&rclk=1,-6.5536326,106.6915986,4.5,464.0,Alam
Curug Ciampea Camping Ground,https://www.google.com/maps/place/Curug+Ciampea+Camping+Ground/data=!4m7!3m6!1s0x2e69d1c8916c8745:0x3daefb3eb73e5465!8m2!3d-6.677555!4d106.6995698!16s%2Fg%2F11c6wnsqvp!19sChIJRYdskcjRaS4RZVQ-tz77rj0?authuser=0&hl=id&rclk=1,-6.677555,106.6995698,4.6,1109.0,Alam
Klenteng Hok Tek Bio Ciampea,https://www.google.com/maps/place/Klenteng+Hok+Tek+Bio+Ciampea/data=!4m7!3m6!1s0x2e69dc99b370a2c1:0xaa1f8cb39c090dc6!8m2!3d-6.5397425!4d106.6964457!16s%2Fg%2F1pzrvjj43!19sChIJwaJws5ncaS4Rxg0JnLOMH6o?authuser=0&hl=id&rclk=1,-6.5397425,106.6964457,4.3,247.0,Umum
Pemancingan bagenda ciampea udik,https://www.google.com/maps/place/Pemancingan+bagenda+ciampea+udik/data=!4m7!3m6!1s0x2e69dbafa25863e3:0x9dfff592251f4c4d!8m2!3d-6.6162533!4d106.68613!16s%2Fg%2F11pykcqnjy!19sChIJ42NYoq_baS4RTUwfJZL1_50?authuser=0&hl=id&rclk=1,-6.6162533,106.68613,5.0,179.0,Umum
Tebing Ciampea,https://www.google.com/maps/place/Tebing+Ciampea/data=!4m7!3m6!1s0x2e69db87708ee5c5:0x64a4db0c8bb9ca02!8m2!3d-6.5511542!4d106.6679707!16s%2Fg%2F11g7z4jqr3!19sChIJxeWOcIfbaS4RAsq5iwzbpGQ?authuser=0&hl=id&rclk=1,-6.5511542,106.6679707,4.5,137.0,Umum
Tirta Ciburial,https://www.google.com/maps/place/Tirta+Ciburial/data=!4m7!3m6!1s0x2e69daea0c188c9d:0x2647be0cf8e69894!8m2!3d-6.6067702!4d106.6989244!16s%2Fg%2F11b6gntkyg!19sChIJnYwYDOraaS4RlJjm-Ay-RyY?authuser=0&hl=id&rclk=1,-6.6067702,106.6989244,4.2,385.0,Umum
Curug Lembah Pelangi,https://www.google.com/maps/place/Curug+Lembah+Pelangi/data=!4m7!3m6!1s0x2e69db869ad1612f:0xc15e21d8e1cdfbcc!8m2!3d-6.5550842!4d106.6682097!16s%2Fg%2F11f_p2wckl!19sChIJL2HRmobbaS4RzPvN4dghXsE?authuser=0&hl=id&rclk=1,-6.5550842,106.6682097,4.0,586.0,Alam
Wisata Panorama Pabangbon,https://www.google.com/maps/place/Wisata+Panorama+Pabangbon/data=!4m7!3m6!1s0x2e69db7617f7bc7f:0x5175ce57fb110064!8m2!3d-6.6187472!4d106.593819!16s%2Fg%2F11g020c75l!19sChIJf7z3F3bbaS4RZAAR-1fOdVE?authuser=0&hl=id&rclk=1,-6.6187472,106.593819,4.0,1042.0,Umum
Kampoeng Wisata Bisnis Tegalwaru,https://www.google.com/maps/place/Kampoeng+Wisata+Bisnis+Tegalwaru/data=!4m7!3m6!1s0x2e69db5dbda12007:0xbadab6e6da2af502!8m2!3d-6.556667!4d106.7017542!16s%2Fg%2F11b6d1kqb9!19sChIJByChvV3baS4RAvUq2ua22ro?authuser=0&hl=id&rclk=1,-6.556667,106.7017542,4.2,242.0,Budaya
Kampoeng Wisata Rumah Joglo,https://www.google.com/maps/place/Kampoeng+Wisata+Rumah+Joglo/data=!4m7!3m6!1s0x2e69db423822d995:0x68555f8f79e90ad7!8m2!3d-6.5640479!4d106.7028958!16s%2Fg%2F11clgqgjyz!19sChIJldkiOELbaS4R1wrpeY9fVWg?authuser=0&hl=id&rclk=1,-6.5640479,106.7028958,4.3,693.0,Budaya
Kampung Febri (Wisata Kita),https://www.google.com/maps/place/Kampung+Febri+%28Wisata+Kita%29/data=!4m7!3m6!1s0x2e69dbbfdc231b1d:0xa3f0ea73d2250d88!8m2!3d-6.5825017!4d106.662086!16s%2Fg%2F11ks6jpg3b!19sChIJHRsj3L_baS4RiA0l0nPq8KM?authuser=0&hl=id&rclk=1,-6.5825017,106.662086,4.4,466.0,Budaya
Marcopolo Water Adventure Bogor,https://www.google.com/maps/place/Marcopolo+Water+Adventure+Bogor/data=!4m7!3m6!1s0x2e69c384e7c466b3:0x1d98d777db19c08f!8m2!3d-6.5475252!4d106.7826826!16s%2Fg%2F11b86vqg83!19sChIJs2bE54TDaS4Rj8AZ23fXmB0?authuser=0&hl=id&rclk=1,-6.5475252,106.7826826,4.5,7097.0,Umum
KOPI RAFTING BOGOR,https://www.google.com/maps/place/KOPI+RAFTING+BOGOR/data=!4m7!3m6!1s0x2e69dbcf9b82431d:0x231aa68516c504df!8m2!3d-6.5829549!4d106.6434677!16s%2Fg%2F11c61rt12l!19sChIJHUOCm8_baS4R3wTFFoWmGiM?authuser=0&hl=id&rclk=1,-6.5829549,106.6434677,4.5,254.0,Umum
Bogor Tenjolaya Park,https://www.google.com/maps/place/Bogor+Tenjolaya+Park/data=!4m7!3m6!1s0x2e69d035dab74eed:0x65db1afdcbf30b24!8m2!3d-6.6689736!4d106.7035867!16s%2Fg%2F11bzyw_9lv!19sChIJ7U632jXQaS4RJAvzy_0a22U?authuser=0&hl=id&rclk=1,-6.6689736,106.7035867,4.2,388.0,Alam
Sawargiloka Waterland,https://www.google.com/maps/place/Sawargiloka+Waterland/data=!4m7!3m6!1s0x2e69c55c9923b63d:0xe71e278a2aade2ad!8m2!3d-6.6206581!4d106.7415364!16s%2Fg%2F11crtym5_7!19sChIJPbYjmVzFaS4RreKtKoonHuc?authuser=0&hl=id&rclk=1,-6.6206581,106.7415364,4.4,810.0,Umum
Wisata Puncak Mustika Manik,https://www.google.com/maps/place/Wisata+Puncak+Mustika+Manik/data=!4m7!3m6!1s0x2e69d109bbcfdf17:0x9944ccf73404b3a8!8m2!3d-6.6874535!4d106.674403!16s%2Fg%2F11fy7dhsyt!19sChIJF9_PuwnRaS4RqLMENPfMRJk?authuser=0&hl=id&rclk=1,-6.6874535,106.674403,4.4,1438.0,Alam
Air Terjun Curug Nangka,https://www.google.com/maps/place/Air+Terjun+Curug+Nangka/data=!4m7!3m6!1s0x2e69cfd5ab533c53:0xf6427641a4bf1129!8m2!3d-6.6690656!4d106.7264075!16s%2Fg%2F122cz8vh!19sChIJUzxTq9XPaS4RKRG_pEF2QvY?authuser=0&hl=id&rclk=1,-6.6690656,106.7264075,4.3,7499.0,Alam
"Taman Air, Gunung Handeuleum","https://www.google.com/maps/place/Taman+Air,+Gunung+Handeuleum/data=!4m7!3m6!1s0x2e69da47aaaaaaab:0xc8d234d2c29ad8ee!8m2!3d-6.6075795!4d106.64893!16s%2Fg%2F11c475y5wb!19sChIJq6qqqkfaaS4R7tiawtI00sg?authuser=0&hl=id&rclk=1",-6.6075795,106.64893,4.1,632.0,Alam
Jbound Geo Edu Park Air Panas Gunung Malang,https://www.google.com/maps/place/Jbound+Geo+Edu+Park+Air+Panas+Gunung+Malang/data=!4m7!3m6!1s0x2e69d02628cd4d9d:0xa079b8b45b26a620!8m2!3d-6.6618495!4d106.7231677!16s%2Fg%2F11c30v338d!19sChIJnU3NKCbQaS4RIKYmW7S4eaA?authuser=0&hl=id&rclk=1,-6.6618495,106.7231677,4.4,978.0,Alam
